college,pla,age,race,gender,income,for-profit to for-profit,for-profit to private non-profit,for-profit to 2-year public,for-profit to 4-year public,for-profit to non-transfer,private non-profit to for-profit,private non-profit to private non-profit,private non-profit to 2-year public,private non-profit to 4-year public,private non-profit to non-transfer,2-year public to for-profit,2-year public to private non-profit,2-year public to 2-year public,2-year public to 4-year public,2-year public to non-transfer,4-year public to for-profit,4-year public to private non-profit,4-year public to 2-year public,4-year public to 4-year public,4-year public to non-transfer,for-profit to non-completers,private non-profit to non-completers,2-year public to non-completers,4-year public to non-completers,non-transfer to non-completers,for-profit to graduates,private non-profit to graduates,2-year public to graduates,4-year public to graduates,non-transfer to graduates,cost,time
all,15 or more credits,over 24,Black,female,middle or high income,0.0420,0.0246,0.0246,0.0246,0.0732,0.0097,0.0129,0.0194,0.0199,0.0576,0.0126,0.0502,0.1022,0.1541,0.1393,0.0108,0.0206,0.0565,0.0519,0.0933,0.0255,0.0319,0.0567,0.0709,0.2009,0.0496,0.0764,0.1460,0.1796,0.1725,48750.4760,3.5260
all,15 or more credits,18 to 24,Hispanic,female,middle or high income,0.0017,0.0010,0.0010,0.0010,0.0030,0.0087,0.0116,0.0174,0.0178,0.0515,0.0115,0.0458,0.0933,0.1408,0.1272,0.0216,0.0412,0.1132,0.1039,0.1869,0.0010,0.0021,0.0046,0.0054,0.1323,0.0425,0.0975,0.2203,0.2581,0.2488,48750.4760,3.5260
all,15 or more credits,over 24,Hispanic,female,middle or high income,0.0173,0.0101,0.0101,0.0101,0.0301,0.0064,0.0086,0.0129,0.0132,0.0382,0.0160,0.0641,0.1305,0.1970,0.1780,0.0119,0.0227,0.0624,0.0573,0.1030,0.0143,0.0266,0.0530,0.0694,0.2159,0.0374,0.0789,0.1629,0.2081,0.1466,48750.4760,3.5260
all,15 or more credits,18 to 24,White,female,middle or high income,0.0016,0.0009,0.0009,0.0009,0.0028,0.0164,0.0218,0.0327,0.0335,0.0971,0.0080,0.0318,0.0648,0.0978,0.0884,0.0232,0.0441,0.1214,0.1114,0.2004,0.0010,0.0020,0.0044,0.0049,0.0944,0.0481,0.0968,0.2155,0.2388,0.3030,48750.4760,3.5260
all,15 or more credits,over 24,White,female,middle or high income,0.0179,0.0105,0.0105,0.0105,0.0311,0.0134,0.0179,0.0268,0.0274,0.0795,0.0123,0.0492,0.1002,0.1512,0.1367,0.0141,0.0269,0.0739,0.0679,0.1221,0.0050,0.0063,0.0109,0.0143,0.1470,0.0527,0.0981,0.2005,0.2427,0.2352,48750.4760,3.5260
all,15 or more credits,18 to 24,all,male,middle or high income,0.0013,0.0008,0.0008,0.0008,0.0023,0.0163,0.0217,0.0326,0.0334,0.0968,0.0073,0.0291,0.0592,0.0893,0.0807,0.0244,0.0465,0.1279,0.1174,0.2113,0.0011,0.0021,0.0045,0.0049,0.0872,0.0482,0.0961,0.2160,0.2360,0.3118,48750.4760,3.5260
all,15 or more credits,over 24,all,male,middle or high income,0.0153,0.0089,0.0089,0.0089,0.0266,0.0139,0.0185,0.0278,0.0284,0.0824,0.0117,0.0467,0.0951,0.1435,0.1297,0.0155,0.0294,0.0810,0.0743,0.1337,0.0155,0.0270,0.0548,0.0673,0.1849,0.0408,0.0766,0.1579,0.1878,0.1967,48750.4760,3.5260
all,15 or more credits,18 to 24,Black,male,middle or high income,0.0045,0.0026,0.0026,0.0026,0.0078,0.0141,0.0188,0.0282,0.0288,0.0836,0.0096,0.0385,0.0785,0.1184,0.1070,0.0210,0.0401,0.1102,0.1011,0.1819,0.0027,0.0053,0.0110,0.0140,0.1161,0.0466,0.0947,0.2084,0.2370,0.2741,48750.4760,3.5260
all,15 or more credits,over 24,Black,male,middle or high income,0.0420,0.0246,0.0246,0.0246,0.0732,0.0097,0.0129,0.0194,0.0199,0.0576,0.0126,0.0502,0.1022,0.1541,0.1393,0.0108,0.0206,0.0565,0.0519,0.0933,0.0314,0.0405,0.0729,0.0908,0.2188,0.0436,0.0678,0.1298,0.1597,0.1535,48750.4760,3.5260
all,15 or more credits,18 to 24,Hispanic,male,middle or high income,0.0017,0.0010,0.0010,0.0010,0.0030,0.0087,0.0116,0.0174,0.0178,0.0515,0.0115,0.0458,0.0933,0.1408,0.1272,0.0216,0.0412,0.1132,0.1039,0.1869,0.0015,0.0036,0.0076,0.0099,0.1326,0.0420,0.0960,0.2172,0.2535,0.2482,48750.4760,3.5260
all,15 or more credits,over 24,Hispanic,male,middle or high income,0.0173,0.0101,0.0101,0.0101,0.0301,0.0064,0.0086,0.0129,0.0132,0.0382,0.0160,0.0641,0.1305,0.1970,0.1780,0.0119,0.0227,0.0624,0.0573,0.1030,0.0184,0.0350,0.0702,0.0915,0.2296,0.0333,0.0705,0.1458,0.1860,0.1315,48750.4760,3.5260
all,15 or more credits,18 to 24,White,male,middle or high income,0.0016,0.0009,0.0009,0.0009,0.0028,0.0164,0.0218,0.0327,0.0335,0.0971,0.0080,0.0318,0.0648,0.0978,0.0884,0.0232,0.0441,0.1214,0.1114,0.2004,0.0010,0.0020,0.0044,0.0049,0.0944,0.0481,0.0968,0.2155,0.2388,0.3030,48750.4760,3.5260
all,15 or more credits,over 24,White,male,middle or high income,0.0179,0.0105,0.0105,0.0105,0.0311,0.0134,0.0179,0.0268,0.0274,0.0795,0.0123,0.0492,0.1002,0.1512,0.1367,0.0141,0.0269,0.0739,0.0679,0.1221,0.0085,0.0132,0.0255,0.0324,0.1589,0.0492,0.0913,0.1860,0.2246,0.2222,48750.4760,3.5260
for-profit,none,all,all,all,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1542,0.0903,0.0903,0.0903,0.2689,0.0680,0.0398,0.0398,0.0398,0.1185,133980.0000,8.7000
for-profit,none,all,Black,all,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1710,0.1001,0.1001,0.1001,0.2982,0.0512,0.0300,0.0300,0.0300,0.0892,133980.0000,8.7000
for-profit,none,all,Hispanic,all,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1688,0.0988,0.0988,0.0988,0.2943,0.0534,0.0313,0.0313,0.0313,0.0931,133980.0000,8.7000
for-profit,none,all,White,all,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1228,0.0719,0.0719,0.0719,0.2141,0.0994,0.0582,0.0582,0.0582,0.1733,133980.0000,8.7000
for-profit,none,all,all,female,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1475,0.0864,0.0864,0.0864,0.2572,0.0747,0.0437,0.0437,0.0437,0.1302,133980.0000,8.7000
for-profit,none,all,Black,female,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1644,0.0962,0.0962,0.0962,0.2866,0.0578,0.0339,0.0339,0.0339,0.1008,133980.0000,8.7000
for-profit,none,all,Hispanic,female,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1621,0.0949,0.0949,0.0949,0.2827,0.0601,0.0352,0.0352,0.0352,0.1047,133980.0000,8.7000
for-profit,none,all,White,female,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1161,0.0680,0.0680,0.0680,0.2025,0.1061,0.0621,0.0621,0.0621,0.1849,133980.0000,8.7000
for-profit,none,all,all,male,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1609,0.0942,0.0942,0.0942,0.2805,0.0613,0.0359,0.0359,0.0359,0.1069,133980.0000,8.7000
for-profit,none,all,Black,male,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1777,0.1040,0.1040,0.1040,0.3098,0.0445,0.0261,0.0261,0.0261,0.0776,133980.0000,8.7000
for-profit,none,all,Hispanic,male,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1755,0.1027,0.1027,0.1027,0.3059,0.0467,0.0274,0.0274,0.0274,0.0815,133980.0000,8.7000
for-profit,none,all,White,male,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1295,0.0758,0.0758,0.0758,0.2257,0.0927,0.0543,0.0543,0.0543,0.1617,133980.0000,8.7000
for-profit,none,all,all,all,low income,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1698,0.0994,0.0994,0.0994,0.2960,0.0524,0.0307,0.0307,0.0307,0.0914,133980.0000,8.7000
for-profit,none,all,Black,all,low income,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1866,0.1092,0.1092,0.1092,0.3253,0.0356,0.0209,0.0209,0.0209,0.0621,133980.0000,8.7000
for-profit,none,all,Hispanic,all,low income,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1844,0.1079,0.1079,0.1079,0.3214,0.0378,0.0222,0.0222,0.0222,0.0660,133980.0000,8.7000
for-profit,none,all,White,all,low income,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1384,0.0810,0.0810,0.0810,0.2412,0.0838,0.0491,0.0491,0.0491,0.1462,133980.0000,8.7000
for-profit,none,all,all,female,low income,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1631,0.0955,0.0955,0.0955,0.2844,0.0591,0.0346,0.0346,0.0346,0.1030,133980.0000,8.7000
for-profit,none,all,Black,female,low income,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1799,0.1053,0.1053,0.1053,0.3137,0.0423,0.0248,0.0248,0.0248,0.0737,133980.0000,8.7000
for-profit,none,all,Hispanic,female,low income,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1777,0.1040,0.1040,0.1040,0.3098,0.0445,0.0261,0.0261,0.0261,0.0776,133980.0000,8.7000
for-profit,none,all,White,female,low income,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1317,0.0771,0.0771,0.0771,0.2296,0.0905,0.0530,0.0530,0.0530,0.1578,133980.0000,8.7000
for-profit,none,all,all,male,low income,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1764,0.1033,0.1033,0.1033,0.3076,0.0458,0.0268,0.0268,0.0268,0.0798,133980.0000,8.7000
for-profit,none,all,Black,male,low income,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1932,0.1131,0.1131,0.1131,0.3369,0.0290,0.0170,0.0170,0.0170,0.0505,133980.0000,8.7000
for-profit,none,all,Hispanic,male,low income,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1910,0.1118,0.1118,0.1118,0.3330,0.0312,0.0183,0.0183,0.0183,0.0544,133980.0000,8.7000
for-profit,none,all,White,male,low income,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1450,0.0849,0.0849,0.0849,0.2529,0.0772,0.0452,0.0452,0.0452,0.1345,133980.0000,8.7000
for-profit,none,all,all,all,middle or high income,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1387,0.0812,0.0812,0.0812,0.2417,0.0835,0.0489,0.0489,0.0489,0.1457,133980.0000,8.7000
for-profit,none,all,Black,all,middle or high income,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1555,0.0910,0.0910,0.0910,0.2711,0.0667,0.0391,0.0391,0.0391,0.1163,133980.0000,8.7000
for-profit,none,all,Hispanic,all,middle or high income,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1533,0.0897,0.0897,0.0897,0.2672,0.0689,0.0404,0.0404,0.0404,0.1202,133980.0000,8.7000
for-profit,none,all,White,all,middle or high income,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1073,0.0628,0.0628,0.0628,0.1870,0.1149,0.0673,0.0673,0.0673,0.2004,133980.0000,8.7000
for-profit,none,all,all,female,middle or high income,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1320,0.0773,0.0773,0.0773,0.2301,0.0902,0.0528,0.0528,0.0528,0.1573,133980.0000,8.7000
for-profit,none,all,Black,female,middle or high income,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1488,0.0871,0.0871,0.0871,0.2594,0.0734,0.0430,0.0430,0.0430,0.1280,133980.0000,8.7000
for-profit,none,all,Hispanic,female,middle or high income,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1466,0.0858,0.0858,0.0858,0.2556,0.0756,0.0443,0.0443,0.0443,0.1318,133980.0000,8.7000
for-profit,none,all,White,female,middle or high income,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1006,0.0589,0.0589,0.0589,0.1754,0.1216,0.0712,0.0712,0.0712,0.2120,133980.0000,8.7000
for-profit,none,all,all,male,middle or high income,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1453,0.0851,0.0851,0.0851,0.2534,0.0769,0.0450,0.0450,0.0450,0.1340,133980.0000,8.7000
for-profit,none,all,Black,male,middle or high income,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1621,0.0949,0.0949,0.0949,0.2827,0.0601,0.0352,0.0352,0.0352,0.1047,133980.0000,8.7000
for-profit,none,all,Hispanic,male,middle or high income,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1599,0.0936,0.0936,0.0936,0.2788,0.0623,0.0365,0.0365,0.0365,0.1086,133980.0000,8.7000
for-profit,none,all,White,male,middle or high income,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1139,0.0667,0.0667,0.0667,0.1986,0.1083,0.0634,0.0634,0.0634,0.1888,133980.0000,8.7000
for-profit,none,18 to 24,all,all,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1209,0.0708,0.0708,0.0708,0.2107,0.1013,0.0593,0.0593,0.0593,0.1767,133980.0000,8.7000
for-profit,none,over 24,all,all,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1875,0.1098,0.1098,0.1098,0.3270,0.0347,0.0203,0.0203,0.0203,0.0604,133980.0000,8.7000
for-profit,none,18 to 24,Black,all,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1377,0.0806,0.0806,0.0806,0.2401,0.0845,0.0495,0.0495,0.0495,0.1473,133980.0000,8.7000
for-profit,none,over 24,Black,all,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.1171,0.1171,0.1171,0.3487,0.0222,0.0130,0.0130,0.0130,0.0387,133980.0000,8.7000
for-profit,none,18 to 24,Hispanic,all,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1355,0.0793,0.0793,0.0793,0.2362,0.0867,0.0508,0.0508,0.0508,0.1512,133980.0000,8.7000
for-profit,none,over 24,Hispanic,all,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.1171,0.1171,0.1171,0.3487,0.0222,0.0130,0.0130,0.0130,0.0387,133980.0000,8.7000
for-profit,none,18 to 24,White,all,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0895,0.0524,0.0524,0.0524,0.1560,0.1327,0.0777,0.0777,0.0777,0.2314,133980.0000,8.7000
for-profit,none,over 24,White,all,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1561,0.0914,0.0914,0.0914,0.2722,0.0661,0.0387,0.0387,0.0387,0.1152,133980.0000,8.7000
for-profit,none,18 to 24,all,female,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1142,0.0669,0.0669,0.0669,0.1991,0.1080,0.0632,0.0632,0.0632,0.1883,133980.0000,8.7000
for-profit,none,over 24,all,female,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1809,0.1059,0.1059,0.1059,0.3153,0.0413,0.0242,0.0242,0.0242,0.0721,133980.0000,8.7000
for-profit,none,18 to 24,Black,female,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1310,0.0767,0.0767,0.0767,0.2284,0.0912,0.0534,0.0534,0.0534,0.1590,133980.0000,8.7000
for-profit,none,over 24,Black,female,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1977,0.1157,0.1157,0.1157,0.3447,0.0245,0.0144,0.0144,0.0144,0.0427,133980.0000,8.7000
for-profit,none,18 to 24,Hispanic,female,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1288,0.0754,0.0754,0.0754,0.2246,0.0934,0.0547,0.0547,0.0547,0.1628,133980.0000,8.7000
for-profit,none,over 24,Hispanic,female,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1955,0.1144,0.1144,0.1144,0.3408,0.0267,0.0157,0.0157,0.0157,0.0466,133980.0000,8.7000
for-profit,none,18 to 24,White,female,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0828,0.0485,0.0485,0.0485,0.1444,0.1394,0.0816,0.0816,0.0816,0.2430,133980.0000,8.7000
for-profit,none,over 24,White,female,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1495,0.0875,0.0875,0.0875,0.2606,0.0727,0.0426,0.0426,0.0426,0.1268,133980.0000,8.7000
for-profit,none,18 to 24,all,male,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1275,0.0747,0.0747,0.0747,0.2224,0.0947,0.0554,0.0554,0.0554,0.1650,133980.0000,8.7000
for-profit,none,over 24,all,male,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1942,0.1137,0.1137,0.1137,0.3386,0.0280,0.0164,0.0164,0.0164,0.0488,133980.0000,8.7000
for-profit,none,18 to 24,Black,male,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1444,0.0845,0.0845,0.0845,0.2517,0.0778,0.0456,0.0456,0.0456,0.1357,133980.0000,8.7000
for-profit,none,over 24,Black,male,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.1171,0.1171,0.1171,0.3487,0.0222,0.0130,0.0130,0.0130,0.0387,133980.0000,8.7000
for-profit,none,18 to 24,Hispanic,male,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1421,0.0832,0.0832,0.0832,0.2478,0.0801,0.0469,0.0469,0.0469,0.1396,133980.0000,8.7000
for-profit,none,over 24,Hispanic,male,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.1171,0.1171,0.1171,0.3487,0.0222,0.0130,0.0130,0.0130,0.0387,133980.0000,8.7000
for-profit,none,18 to 24,White,male,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0961,0.0563,0.0563,0.0563,0.1676,0.1261,0.0738,0.0738,0.0738,0.2198,133980.0000,8.7000
for-profit,none,over 24,White,male,all,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1628,0.0953,0.0953,0.0953,0.2838,0.0594,0.0348,0.0348,0.0348,0.1036,133980.0000,8.7000
for-profit,none,18 to 24,all,all,low income,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1364,0.0799,0.0799,0.0799,0.2379,0.0858,0.0502,0.0502,0.0502,0.1495,133980.0000,8.7000
for-profit,none,over 24,all,all,low income,0.2222,0.1301,0.1301,0.1301,0.3874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.1171,0.1171,0.1171,0.3487,0.0222,0.0130,0.0130,0.0130,0.0387,133980.0000,8.7000
